incident_id,crime_type,latitude,longitude,date,time,severity,ward,weather,risk_score
2941,cybercrime,12.900651,77.559313,14-04-2025,12:21,low,Whitefield,rainy,10
2942,vandalism,12.891775,77.706063,08-11-2025,21:05,low,BTM,cloudy,74
2943,cybercrime,13.078999,77.656165,20-04-2025,11:14,low,Yelahanka,rainy,70
2944,vandalism,12.828537,77.785782,23-06-2025,19:04,low,Yelahanka,rainy,53
2945,harassment,13.049352,77.565946,17-10-2025,01:11,moderate,Jayanagar,rainy,10
2946,burglary,12.937253,77.703365,07-07-2025,23:44,critical,BTM,humid,80
2947,burglary,12.819842,77.627456,19-06-2025,05:05,critical,Koramangala,rainy,21
2948,assault,13.051655,77.695025,07-04-2025,12:29,high,Yelahanka,rainy,57
2949,chain_snatching,12.989322,77.604675,31-03-2025,13:52,high,MG Road,rainy,26
2950,harassment,13.023591,77.709294,22-06-2025,05:23,moderate,Malleshwaram,humid,58
2951,harassment,12.985448,77.758392,09-04-2025,05:05,moderate,Hebbal,rainy,16
2952,vandalism,13.005386,77.678385,17-06-2025,06:04,low,Hebbal,cloudy,77
2953,street_fight,12.91394,77.745324,06-11-2025,14:51,high,Yelahanka,cloudy,45
2954,road_accident,12.89265,77.759349,09-10-2025,10:07,high,Koramangala,humid,70
2955,burglary,13.002575,77.515104,24-07-2025,02:22,critical,MG Road,clear,51
2956,street_fight,12.847967,77.416759,12-08-2025,12:13,high,Malleshwaram,clear,12
2957,street_fight,12.923141,77.576688,12-06-2025,15:48,high,MG Road,cloudy,27
2958,street_fight,12.90992,77.491424,30-05-2025,22:43,high,Electronic City,humid,13
2959,street_fight,12.984954,77.599351,17-07-2025,13:20,high,Hebbal,rainy,74
2960,public_damage,12.989244,77.513972,15-05-2025,21:20,moderate,Electronic City,cloudy,29
2961,assault,12.813841,77.632686,12-05-2025,03:04,high,Koramangala,cloudy,77
2962,road_accident,13.069997,77.654609,28-04-2025,22:18,high,Hebbal,cloudy,29
2963,vandalism,12.920517,77.496424,31-05-2025,21:05,low,Malleshwaram,humid,62
2964,chain_snatching,13.035519,77.703137,05-08-2025,10:38,high,Yelahanka,cloudy,30
2965,burglary,12.896999,77.499613,24-08-2025,11:56,critical,Malleshwaram,clear,49
2966,harassment,12.808854,77.482966,24-08-2025,18:22,moderate,Hebbal,cloudy,23
2967,chain_snatching,12.948039,77.654762,30-10-2025,10:04,high,Electronic City,humid,15
2968,street_fight,12.81179,77.552479,03-05-2025,16:47,high,MG Road,cloudy,53
2969,pickpocketing,12.802256,77.751187,01-10-2025,19:38,moderate,Koramangala,clear,86
2970,road_accident,12.978736,77.737466,05-08-2025,02:39,high,Koramangala,cloudy,53
2971,assault,12.929729,77.58958,30-06-2025,09:34,high,Electronic City,humid,10
2972,harassment,12.937488,77.614785,25-10-2025,19:06,moderate,Indiranagar,cloudy,61
2973,pickpocketing,13.023634,77.766412,07-06-2025,12:52,moderate,Malleshwaram,rainy,84
2974,assault,12.893152,77.639679,12-07-2025,21:04,high,Indiranagar,cloudy,57
2975,harassment,13.023288,77.622466,01-07-2025,07:24,moderate,MG Road,humid,26
2976,assault,12.938801,77.78636,06-07-2025,12:47,high,Malleshwaram,cloudy,58
2977,public_damage,13.005539,77.655362,31-07-2025,00:05,moderate,MG Road,clear,17
2978,burglary,13.068408,77.50641,03-09-2025,16:03,critical,Indiranagar,humid,72
2979,road_accident,12.85099,77.730478,02-11-2025,16:37,high,Hebbal,clear,77
2980,public_damage,12.932175,77.609297,26-04-2025,09:36,moderate,Malleshwaram,humid,59
2981,cybercrime,12.803995,77.666933,03-05-2025,01:01,low,BTM,rainy,36
2982,assault,12.969222,77.566356,06-08-2025,23:11,high,Electronic City,cloudy,29
2983,assault,12.977238,77.678062,25-07-2025,08:32,high,Whitefield,cloudy,34
2984,chain_snatching,12.953661,77.584351,30-09-2025,14:21,high,MG Road,cloudy,95
2985,assault,12.838219,77.487227,08-06-2025,10:48,high,Malleshwaram,cloudy,67
2986,chain_snatching,12.88557,77.56057,09-06-2025,01:41,high,Indiranagar,humid,16
2987,burglary,13.001033,77.708926,06-05-2025,13:54,critical,Whitefield,rainy,10
2988,public_damage,12.856649,77.473079,08-06-2025,07:22,moderate,BTM,clear,26
2989,pickpocketing,12.947331,77.609524,03-11-2025,17:05,moderate,Jayanagar,rainy,89
2990,public_damage,12.858391,77.570157,18-05-2025,08:11,moderate,Malleshwaram,cloudy,55
2991,burglary,13.059517,77.755418,20-10-2025,13:11,critical,Indiranagar,humid,73
2992,vandalism,12.908438,77.672185,05-06-2025,12:02,low,Koramangala,cloudy,88
2993,pickpocketing,12.847676,77.536989,02-10-2025,20:22,moderate,Whitefield,clear,11
2994,harassment,12.894401,77.419847,22-10-2025,01:09,moderate,Koramangala,humid,55
2995,road_accident,12.857225,77.581797,17-09-2025,04:12,high,Hebbal,cloudy,62
2996,burglary,12.891763,77.409107,10-05-2025,05:36,critical,Hebbal,rainy,18
2997,public_damage,12.905459,77.655506,11-07-2025,07:21,moderate,Koramangala,cloudy,10
2998,harassment,13.064544,77.71973,28-08-2025,11:26,moderate,Malleshwaram,rainy,95
2999,vandalism,12.871721,77.614468,03-11-2025,18:10,low,Jayanagar,clear,17
3000,vandalism,12.956676,77.421817,16-04-2025,16:15,low,Yelahanka,humid,47
3001,vandalism,12.888532,77.47087,15-11-2025,02:42,low,Hebbal,cloudy,91
3002,public_damage,13.053872,77.606152,31-10-2025,07:46,moderate,Whitefield,humid,19
3003,burglary,12.895001,77.475679,30-06-2025,13:57,critical,Indiranagar,cloudy,78
3004,harassment,12.840347,77.480815,03-05-2025,18:30,moderate,Jayanagar,cloudy,39
3005,burglary,13.097579,77.76577,05-10-2025,22:57,critical,Indiranagar,cloudy,11
3006,vandalism,12.982022,77.567542,26-03-2025,14:28,low,MG Road,cloudy,10
3007,pickpocketing,12.841577,77.764672,18-10-2025,23:31,moderate,Koramangala,clear,55
3008,road_accident,12.968594,77.440282,09-08-2025,18:00,high,Indiranagar,cloudy,29
3009,street_fight,12.843994,77.695716,25-05-2025,16:04,high,Indiranagar,clear,54
3010,public_damage,12.961633,77.739334,08-06-2025,17:11,moderate,Hebbal,rainy,78
3011,public_damage,12.964388,77.727775,23-08-2025,06:53,moderate,Jayanagar,clear,21
3012,street_fight,12.806983,77.567476,29-08-2025,01:25,high,Electronic City,cloudy,35
3013,road_accident,12.939397,77.773376,06-08-2025,05:27,high,MG Road,cloudy,61
3014,public_damage,13.061722,77.521786,17-09-2025,22:48,moderate,Malleshwaram,rainy,72
3015,assault,13.018607,77.696517,23-07-2025,12:36,high,Hebbal,rainy,50
3016,assault,13.000099,77.687017,12-10-2025,13:23,high,Indiranagar,clear,31
3017,burglary,12.866456,77.599028,25-04-2025,22:35,critical,Yelahanka,clear,28
3018,harassment,12.982114,77.488523,17-11-2025,14:25,moderate,BTM,rainy,18
3019,chain_snatching,12.999177,77.713566,07-07-2025,19:56,high,Whitefield,rainy,11
3020,harassment,12.927529,77.695423,05-10-2025,17:09,moderate,Yelahanka,cloudy,67
3021,cybercrime,12.839357,77.774805,09-06-2025,14:59,low,MG Road,rainy,65
3022,pickpocketing,13.031779,77.789273,24-09-2025,12:48,moderate,Yelahanka,humid,95
3023,vehicle_theft,13.000512,77.461954,28-08-2025,00:44,high,Indiranagar,cloudy,70
3024,burglary,13.08199,77.491483,16-09-2025,21:15,critical,Hebbal,humid,91
3025,harassment,13.053079,77.782212,04-10-2025,20:48,moderate,Indiranagar,humid,29
3026,assault,12.823669,77.656306,02-07-2025,00:03,high,Hebbal,humid,86
3027,vehicle_theft,12.888253,77.700741,29-05-2025,10:16,high,Yelahanka,humid,17
3028,street_fight,12.82393,77.740052,02-07-2025,21:03,high,Electronic City,clear,73
3029,assault,12.848633,77.578681,25-09-2025,19:59,high,Yelahanka,cloudy,20
3030,vehicle_theft,12.930304,77.416202,22-07-2025,09:58,high,Jayanagar,clear,71
3031,assault,13.019439,77.408701,15-10-2025,19:04,high,Electronic City,humid,40
3032,assault,12.829164,77.758619,25-06-2025,08:17,high,Whitefield,clear,10
3033,burglary,13.081632,77.632311,19-05-2025,22:59,critical,Koramangala,cloudy,74
3034,street_fight,12.970976,77.659039,16-08-2025,03:22,high,Malleshwaram,rainy,34
3035,burglary,13.07079,77.706484,16-09-2025,11:49,critical,Koramangala,rainy,50
3036,street_fight,12.840291,77.724244,15-05-2025,07:47,high,Koramangala,cloudy,61
3037,public_damage,12.810092,77.460728,25-07-2025,12:50,moderate,Whitefield,cloudy,89
3038,cybercrime,13.079636,77.4882,11-09-2025,20:43,low,Malleshwaram,clear,48
3039,cybercrime,12.837077,77.716118,28-04-2025,08:50,low,BTM,clear,49
3040,vandalism,12.849096,77.474508,23-07-2025,22:44,low,Electronic City,clear,41
3041,vehicle_theft,13.025639,77.439827,20-10-2025,14:34,high,Electronic City,rainy,52
3042,street_fight,12.986107,77.787698,19-10-2025,15:47,high,Jayanagar,rainy,72
3043,burglary,12.899386,77.765192,07-10-2025,00:38,critical,Indiranagar,rainy,24
3044,road_accident,13.017128,77.737061,07-11-2025,00:31,high,BTM,humid,84
3045,harassment,13.025623,77.426919,30-03-2025,18:42,moderate,Jayanagar,humid,21
3046,vehicle_theft,13.096392,77.543557,10-08-2025,05:19,high,Koramangala,humid,26
3047,vandalism,13.040453,77.683035,22-06-2025,14:11,low,Jayanagar,clear,19
3048,cybercrime,12.85312,77.518479,14-06-2025,20:02,low,Electronic City,clear,85
3049,harassment,13.028862,77.685522,26-03-2025,19:44,moderate,MG Road,rainy,33
3050,vandalism,12.977021,77.561345,16-08-2025,03:45,low,BTM,humid,83
3051,street_fight,13.040566,77.605253,30-04-2025,22:16,high,BTM,cloudy,53
3052,road_accident,12.83101,77.484185,25-10-2025,00:23,high,Indiranagar,cloudy,74
3053,cybercrime,13.067476,77.589669,12-07-2025,13:57,low,Malleshwaram,clear,40
3054,burglary,12.975829,77.663287,16-11-2025,15:29,critical,Electronic City,cloudy,13
3055,assault,13.092602,77.591324,29-03-2025,18:47,high,Malleshwaram,rainy,28
3056,public_damage,12.892631,77.444775,25-07-2025,00:23,moderate,Whitefield,clear,23
3057,harassment,12.996654,77.422738,06-09-2025,08:39,moderate,Hebbal,rainy,85
3058,pickpocketing,13.048257,77.732968,30-09-2025,01:35,moderate,Whitefield,humid,93
3059,cybercrime,13.03561,77.660951,09-07-2025,11:41,low,Hebbal,humid,17
3060,cybercrime,12.842647,77.444255,02-06-2025,08:52,low,BTM,rainy,87
3061,public_damage,13.000174,77.576478,02-07-2025,07:38,moderate,MG Road,cloudy,83
3062,road_accident,13.099214,77.590626,15-06-2025,15:36,high,Indiranagar,clear,88
3063,cybercrime,12.867452,77.729308,25-10-2025,10:48,low,MG Road,cloudy,60
3064,assault,13.011565,77.604633,03-11-2025,08:06,high,Hebbal,rainy,44
3065,street_fight,12.925999,77.647763,29-05-2025,15:43,high,Jayanagar,humid,41
3066,vehicle_theft,12.919712,77.523659,06-11-2025,10:15,high,BTM,humid,38
3067,cybercrime,13.063639,77.770663,16-10-2025,05:34,low,MG Road,clear,86
3068,chain_snatching,12.845557,77.724281,04-09-2025,05:35,high,Electronic City,rainy,77
3069,vandalism,13.000748,77.41055,22-07-2025,22:35,low,Koramangala,clear,54
3070,cybercrime,13.021577,77.443273,10-04-2025,03:21,low,Koramangala,humid,66
3071,assault,12.876215,77.745752,11-08-2025,21:32,high,Jayanagar,humid,66
3072,harassment,12.827339,77.661619,09-07-2025,19:56,moderate,Jayanagar,humid,50
3073,street_fight,12.845185,77.675864,30-03-2025,00:36,high,Hebbal,rainy,68
3074,chain_snatching,13.068089,77.797872,24-06-2025,12:16,high,Malleshwaram,cloudy,55
3075,vandalism,13.098545,77.47616,02-06-2025,15:47,low,Malleshwaram,cloudy,49
3076,assault,12.931253,77.44016,25-10-2025,20:49,high,MG Road,rainy,31
3077,chain_snatching,12.852052,77.742981,08-11-2025,12:25,high,Electronic City,humid,29
3078,public_damage,13.048712,77.695037,27-07-2025,18:32,moderate,BTM,cloudy,90
3079,pickpocketing,12.876776,77.456458,15-07-2025,20:47,moderate,MG Road,clear,91
3080,public_damage,12.998508,77.651048,05-08-2025,03:11,moderate,Electronic City,humid,83
3081,chain_snatching,13.02645,77.591706,22-07-2025,02:48,high,MG Road,clear,20
3082,harassment,12.967441,77.655255,16-08-2025,09:08,moderate,Jayanagar,humid,52
3083,cybercrime,12.827844,77.409091,03-06-2025,10:41,low,MG Road,humid,42
3084,pickpocketing,13.091852,77.546268,10-06-2025,19:47,moderate,MG Road,clear,48
3085,road_accident,12.907564,77.756418,27-10-2025,19:16,high,Indiranagar,cloudy,77
3086,assault,12.885721,77.529517,31-08-2025,19:20,high,Malleshwaram,clear,60
3087,public_damage,12.900768,77.40607,18-07-2025,11:09,moderate,Koramangala,clear,94
3088,pickpocketing,12.925641,77.555571,04-05-2025,03:40,moderate,Whitefield,clear,52
3089,harassment,13.052316,77.484773,14-11-2025,10:06,moderate,Koramangala,humid,93
3090,harassment,12.878313,77.590256,28-10-2025,19:59,moderate,MG Road,cloudy,28
3091,street_fight,12.90169,77.644777,14-05-2025,15:01,high,Electronic City,cloudy,41
3092,road_accident,13.037563,77.463429,15-08-2025,21:06,high,MG Road,clear,57
3093,street_fight,12.915663,77.454353,02-11-2025,05:04,high,Koramangala,humid,55
3094,road_accident,12.882577,77.782657,22-10-2025,08:05,high,Whitefield,rainy,12
3095,public_damage,12.915252,77.528829,31-10-2025,10:37,moderate,BTM,cloudy,66
3096,street_fight,13.018271,77.620908,25-08-2025,13:52,high,Malleshwaram,cloudy,67
3097,assault,12.926453,77.649451,23-10-2025,14:35,high,Whitefield,humid,64
3098,vandalism,12.844628,77.561003,10-05-2025,01:32,low,Whitefield,humid,39
3099,vandalism,13.048551,77.443653,26-04-2025,20:15,low,BTM,humid,68
3100,burglary,13.010106,77.591148,12-04-2025,07:46,critical,Electronic City,clear,27
3101,assault,13.077522,77.613047,22-07-2025,15:15,high,Whitefield,clear,49
3102,street_fight,12.854367,77.764757,30-07-2025,05:53,high,Jayanagar,cloudy,12
3103,vehicle_theft,13.030412,77.534897,01-11-2025,21:36,high,Hebbal,clear,52
3104,cybercrime,12.892317,77.657359,24-09-2025,22:23,low,Electronic City,rainy,84
3105,road_accident,13.038243,77.5046,20-08-2025,12:07,high,BTM,clear,27
3106,burglary,12.933705,77.707902,25-07-2025,19:36,critical,Electronic City,rainy,75
3107,chain_snatching,12.877808,77.545957,19-08-2025,02:47,high,Yelahanka,cloudy,32
3108,cybercrime,13.060907,77.515943,24-06-2025,04:58,low,Malleshwaram,cloudy,46
3109,vehicle_theft,12.802105,77.457683,14-08-2025,22:23,high,Jayanagar,humid,52
3110,chain_snatching,12.944618,77.579006,12-08-2025,14:43,high,Hebbal,cloudy,36
3111,assault,12.996474,77.597219,03-05-2025,22:43,high,Jayanagar,humid,73
3112,vandalism,13.002266,77.403408,07-07-2025,05:08,low,Hebbal,rainy,32
3113,harassment,13.064616,77.63668,03-05-2025,03:58,moderate,Koramangala,clear,54
3114,burglary,12.821238,77.46838,17-05-2025,03:01,critical,Indiranagar,clear,22
3115,vandalism,12.969468,77.485483,15-05-2025,17:01,low,Whitefield,cloudy,67
3116,vehicle_theft,12.851621,77.673284,01-11-2025,16:45,high,Whitefield,humid,76
3117,cybercrime,12.842287,77.406655,29-10-2025,18:07,low,Yelahanka,humid,40
3118,chain_snatching,12.911569,77.7351,11-08-2025,13:47,high,Yelahanka,cloudy,53
3119,road_accident,12.857045,77.562193,04-07-2025,06:16,high,Jayanagar,cloudy,44
3120,pickpocketing,12.893302,77.405178,15-05-2025,06:47,moderate,Yelahanka,humid,23
3121,vandalism,12.861927,77.522383,03-10-2025,10:43,low,Malleshwaram,clear,10
3122,public_damage,12.896174,77.748259,25-06-2025,08:16,moderate,Whitefield,clear,94
3123,vehicle_theft,12.88014,77.49548,11-10-2025,22:25,high,Hebbal,rainy,15
3124,assault,12.990629,77.476672,21-04-2025,14:21,high,MG Road,cloudy,51
3125,cybercrime,12.988076,77.585591,22-07-2025,13:41,low,Whitefield,cloudy,22
3126,street_fight,12.869536,77.650627,26-05-2025,07:17,high,Whitefield,humid,90
3127,vandalism,13.078339,77.741542,06-08-2025,01:22,low,Electronic City,cloudy,17
3128,pickpocketing,13.043208,77.66614,06-09-2025,02:38,moderate,Hebbal,rainy,16
3129,vandalism,12.804609,77.46648,26-10-2025,20:25,low,Electronic City,rainy,81
3130,street_fight,12.980382,77.638432,30-10-2025,10:07,high,BTM,clear,40
3131,cybercrime,13.097893,77.537762,25-08-2025,13:15,low,Electronic City,cloudy,90
3132,public_damage,12.821182,77.638503,15-10-2025,07:03,moderate,Indiranagar,rainy,77
3133,vehicle_theft,13.098279,77.539072,21-04-2025,06:58,high,Electronic City,rainy,29
3134,vehicle_theft,12.97415,77.779138,03-06-2025,20:15,high,BTM,clear,85
3135,road_accident,12.805913,77.436566,18-11-2025,21:02,high,Hebbal,cloudy,43
3136,cybercrime,13.097002,77.566645,09-11-2025,19:57,low,Hebbal,cloudy,71
3137,burglary,13.062777,77.747607,07-04-2025,10:25,critical,BTM,cloudy,67
3138,chain_snatching,12.968661,77.764613,03-07-2025,19:38,high,Malleshwaram,cloudy,87
3139,burglary,12.975343,77.584635,15-08-2025,01:48,critical,Indiranagar,clear,68
3140,chain_snatching,12.881372,77.492254,24-04-2025,04:16,high,Electronic City,clear,78
3141,assault,12.923122,77.559803,22-10-2025,03:21,high,MG Road,clear,48
3142,vandalism,12.856011,77.762632,06-06-2025,02:52,low,Whitefield,humid,13
3143,assault,12.873322,77.627995,07-09-2025,02:22,high,Yelahanka,clear,35
3144,chain_snatching,12.856711,77.645483,20-10-2025,13:55,high,Indiranagar,cloudy,70
3145,road_accident,13.024909,77.50649,16-08-2025,14:04,high,MG Road,cloudy,83
3146,vehicle_theft,13.06235,77.446705,12-06-2025,09:21,high,MG Road,cloudy,54
3147,burglary,13.087239,77.482046,26-10-2025,18:00,critical,Electronic City,humid,94
3148,vehicle_theft,12.90112,77.463174,03-09-2025,12:18,high,Indiranagar,humid,72
3149,vehicle_theft,13.024899,77.58598,28-07-2025,18:20,high,Yelahanka,rainy,33
3150,vandalism,13.045374,77.478641,18-05-2025,21:20,low,Electronic City,cloudy,73
3151,street_fight,12.81561,77.754075,24-09-2025,01:15,high,BTM,cloudy,24
3152,chain_snatching,13.094208,77.406698,18-10-2025,02:31,high,BTM,rainy,55
3153,cybercrime,13.020423,77.455133,16-08-2025,01:19,low,Malleshwaram,humid,15
3154,chain_snatching,13.027953,77.69929,07-09-2025,08:12,high,Hebbal,clear,77
3155,harassment,12.936882,77.789144,07-11-2025,01:51,moderate,Indiranagar,cloudy,68
3156,road_accident,13.058401,77.669003,01-05-2025,22:21,high,Yelahanka,rainy,29
3157,cybercrime,12.816074,77.700442,30-05-2025,13:04,low,Whitefield,clear,64
3158,burglary,13.083158,77.705427,30-08-2025,15:38,critical,Electronic City,humid,30
3159,pickpocketing,12.971275,77.444426,27-03-2025,02:18,moderate,Indiranagar,rainy,39
3160,assault,12.803728,77.723824,18-11-2025,08:33,high,BTM,clear,53
3161,assault,13.032551,77.559008,18-08-2025,13:44,high,Jayanagar,humid,38
3162,pickpocketing,12.83852,77.502537,04-08-2025,18:15,moderate,BTM,cloudy,83
3163,public_damage,13.08651,77.504274,28-05-2025,09:50,moderate,Whitefield,rainy,81
3164,cybercrime,13.047884,77.674061,15-11-2025,01:04,low,Hebbal,humid,68
3165,assault,13.001195,77.424727,11-06-2025,05:57,high,Hebbal,cloudy,20
3166,harassment,12.939039,77.453748,09-06-2025,09:51,moderate,Hebbal,cloudy,59
3167,road_accident,13.050611,77.68652,07-05-2025,05:00,high,Jayanagar,humid,32
3168,cybercrime,12.854677,77.670746,19-04-2025,01:10,low,Yelahanka,rainy,92
3169,cybercrime,12.848195,77.658697,14-09-2025,11:34,low,Hebbal,cloudy,75
3170,street_fight,12.812632,77.467828,23-08-2025,07:16,high,Koramangala,cloudy,87
3171,public_damage,12.836271,77.79416,21-10-2025,03:02,moderate,Malleshwaram,clear,59
3172,public_damage,13.03736,77.558048,18-07-2025,19:11,moderate,BTM,humid,76
3173,road_accident,13.066688,77.692468,30-04-2025,20:23,high,Indiranagar,humid,37
3174,burglary,13.074909,77.716319,26-06-2025,22:52,critical,Whitefield,cloudy,42
3175,harassment,12.85653,77.447542,06-07-2025,12:50,moderate,MG Road,cloudy,60
3176,road_accident,13.037218,77.578763,12-05-2025,04:07,high,Hebbal,humid,40
3177,street_fight,13.020891,77.777613,19-04-2025,11:00,high,Whitefield,humid,44
3178,harassment,12.915806,77.57267,15-10-2025,04:23,moderate,Koramangala,clear,71
3179,public_damage,12.803587,77.753563,05-10-2025,11:35,moderate,Electronic City,clear,33
3180,chain_snatching,13.085077,77.725206,05-06-2025,04:55,high,Hebbal,clear,72
3181,chain_snatching,12.883822,77.799112,17-06-2025,13:42,high,Yelahanka,rainy,84
3182,vehicle_theft,12.816646,77.517112,17-04-2025,09:35,high,Indiranagar,humid,71
3183,cybercrime,13.09306,77.56088,09-07-2025,19:05,low,Electronic City,cloudy,61
3184,vehicle_theft,13.006704,77.698314,17-07-2025,21:27,high,Electronic City,cloudy,59
3185,vandalism,12.939976,77.523085,29-03-2025,03:44,low,Whitefield,clear,74
3186,public_damage,12.817828,77.43171,27-03-2025,09:22,moderate,Yelahanka,rainy,28
3187,assault,12.929206,77.49146,10-10-2025,10:57,high,Yelahanka,humid,31
3188,road_accident,12.835753,77.486046,19-06-2025,22:50,high,Yelahanka,rainy,88
3189,chain_snatching,13.000465,77.774231,01-05-2025,12:31,high,Yelahanka,clear,57
3190,assault,12.923687,77.457341,13-09-2025,06:02,high,BTM,cloudy,80
3191,burglary,12.88747,77.496173,30-09-2025,19:29,critical,BTM,humid,87
3192,pickpocketing,13.081413,77.485852,15-11-2025,13:43,moderate,Malleshwaram,clear,80
3193,street_fight,12.898374,77.57821,11-04-2025,17:26,high,Hebbal,rainy,42
3194,burglary,12.94864,77.475093,20-09-2025,13:31,critical,Hebbal,cloudy,27
3195,vehicle_theft,13.07474,77.666126,26-08-2025,12:57,high,Indiranagar,clear,25
3196,chain_snatching,13.069113,77.737716,20-08-2025,14:22,high,Yelahanka,cloudy,81
3197,public_damage,12.971048,77.648845,08-07-2025,04:06,moderate,Jayanagar,humid,19
3198,public_damage,13.017575,77.742232,06-08-2025,08:02,moderate,BTM,humid,63
3199,street_fight,13.050993,77.725033,07-04-2025,04:38,high,Malleshwaram,cloudy,46
3200,vehicle_theft,12.803135,77.592977,24-08-2025,21:42,high,Electronic City,humid,31
3201,burglary,12.978681,77.7758,08-10-2025,18:16,critical,MG Road,cloudy,73
3202,pickpocketing,12.927495,77.727398,24-10-2025,11:00,moderate,Hebbal,clear,90
3203,cybercrime,12.928575,77.52938,11-07-2025,05:16,low,Whitefield,rainy,86
3204,cybercrime,13.060897,77.485483,05-05-2025,11:12,low,BTM,humid,35
3205,burglary,12.935693,77.456066,26-06-2025,00:16,critical,MG Road,clear,31
3206,cybercrime,12.879333,77.541297,12-08-2025,10:57,low,Yelahanka,rainy,87
3207,vandalism,12.817894,77.413818,20-04-2025,00:11,low,Electronic City,cloudy,95
3208,road_accident,13.083653,77.796759,11-05-2025,19:18,high,Hebbal,cloudy,24
3209,assault,12.892461,77.544112,12-11-2025,05:38,high,Koramangala,humid,73
3210,public_damage,12.930912,77.697697,12-07-2025,10:17,moderate,Malleshwaram,clear,37
3211,street_fight,13.048732,77.431338,15-11-2025,09:00,high,MG Road,clear,44
3212,chain_snatching,12.977141,77.753039,05-10-2025,22:47,high,Koramangala,clear,50
3213,pickpocketing,12.993662,77.677949,31-10-2025,05:37,moderate,Malleshwaram,humid,38
3214,street_fight,12.97623,77.466932,08-09-2025,17:24,high,Electronic City,humid,53
3215,vehicle_theft,12.885948,77.790371,06-07-2025,01:19,high,Hebbal,clear,95
3216,vandalism,13.063633,77.524951,17-05-2025,17:50,low,Hebbal,clear,53
3217,burglary,12.891082,77.435672,26-04-2025,17:47,critical,BTM,rainy,23
3218,chain_snatching,13.051494,77.611007,14-05-2025,05:54,high,Yelahanka,rainy,24
3219,assault,12.891935,77.749977,29-05-2025,09:43,high,Whitefield,cloudy,70
3220,vehicle_theft,12.8947,77.767989,30-04-2025,05:02,high,Hebbal,cloudy,78
3221,cybercrime,13.051811,77.413762,03-08-2025,12:23,low,Yelahanka,humid,39
3222,road_accident,13.046324,77.417146,07-06-2025,13:09,high,Yelahanka,humid,91
3223,pickpocketing,12.850953,77.447003,30-08-2025,07:52,moderate,Whitefield,humid,51
3224,road_accident,12.811756,77.791511,06-05-2025,21:33,high,Hebbal,cloudy,38
3225,pickpocketing,12.991884,77.692084,16-06-2025,00:55,moderate,Malleshwaram,rainy,21
3226,public_damage,12.818521,77.416067,02-05-2025,06:20,moderate,Koramangala,clear,53
3227,cybercrime,12.833435,77.675121,13-04-2025,19:32,low,Indiranagar,cloudy,15
3228,vehicle_theft,13.084452,77.407196,19-08-2025,10:01,high,Koramangala,rainy,19
3229,street_fight,12.84223,77.512317,27-05-2025,01:33,high,Jayanagar,humid,95
3230,burglary,12.889144,77.460666,30-09-2025,16:06,critical,Jayanagar,cloudy,15
3231,vehicle_theft,13.042876,77.51736,17-10-2025,19:19,high,Malleshwaram,rainy,39
3232,vehicle_theft,12.906308,77.633498,13-04-2025,14:27,high,Malleshwaram,cloudy,54
3233,pickpocketing,12.932723,77.688167,01-05-2025,12:45,moderate,Koramangala,clear,58
3234,chain_snatching,13.084981,77.464812,08-07-2025,12:57,high,Electronic City,humid,67
3235,public_damage,13.046435,77.567282,25-08-2025,03:27,moderate,Jayanagar,humid,83
3236,vehicle_theft,13.055356,77.591523,24-07-2025,07:55,high,Whitefield,humid,90
3237,vehicle_theft,12.911437,77.671294,07-05-2025,16:41,high,Jayanagar,cloudy,62
3238,road_accident,12.813279,77.435501,01-11-2025,02:05,high,Koramangala,humid,59
3239,vandalism,12.980153,77.675826,15-08-2025,01:40,low,Electronic City,cloudy,51
3240,pickpocketing,13.096834,77.407661,05-06-2025,02:46,moderate,Koramangala,clear,18
3241,cybercrime,12.922906,77.432304,08-04-2025,16:37,low,Malleshwaram,rainy,56
3242,vehicle_theft,12.985231,77.454764,19-07-2025,23:08,high,Malleshwaram,clear,54
3243,harassment,13.076061,77.695084,21-10-2025,22:17,moderate,Koramangala,cloudy,66
3244,chain_snatching,12.871506,77.698225,08-08-2025,05:40,high,Electronic City,rainy,60
3245,public_damage,12.907578,77.537425,27-10-2025,09:01,moderate,Electronic City,humid,88
3246,pickpocketing,13.03253,77.738253,12-04-2025,11:40,moderate,Jayanagar,clear,59
3247,street_fight,12.81233,77.534403,14-05-2025,12:15,high,Indiranagar,cloudy,25
3248,vehicle_theft,13.015923,77.650031,05-10-2025,09:22,high,Hebbal,rainy,87
3249,chain_snatching,12.82279,77.577855,20-11-2025,07:57,high,Indiranagar,clear,90
3250,vehicle_theft,12.856502,77.763903,05-10-2025,04:26,high,Malleshwaram,clear,28
3251,cybercrime,13.015428,77.702661,18-06-2025,07:18,low,Yelahanka,humid,91
3252,burglary,12.81385,77.458961,28-05-2025,15:01,critical,Jayanagar,humid,78
3253,vandalism,13.042407,77.652102,06-04-2025,15:03,low,Whitefield,cloudy,34
3254,assault,13.022861,77.567419,13-05-2025,08:53,high,Whitefield,clear,69
3255,vehicle_theft,12.998204,77.405616,15-08-2025,11:57,high,Jayanagar,cloudy,80
3256,assault,12.813371,77.548314,14-05-2025,08:38,high,Whitefield,clear,32
3257,chain_snatching,12.978695,77.552369,04-09-2025,03:04,high,Whitefield,humid,22
